# ВЕДОМОСТЬ ПРАВИЛ ВЫВОДА — один источник для спеки, сверщика и печати ядра.
# Основание: ADR-0022 §3 и §5, задача 6130. Заведена 2026-09-08.
#
# ЗАЧЕМ ФАЙЛ, А НЕ ПРОЗА. Правила вывода в ядре написаны прозой внутри текстов
# «Отказ …» (proof-kernel.flang:269, 291, 336, 344, 376, 384, 6536). Проза не
# сверяется ни с кодом, ни со спекой, и уже разошлась (см. строки В1–В4 ниже).
#
# ЗАЧЕМ TSV, А НЕ JSON/YAML/ТАБЛИЦА MARKDOWN. Три довода, и все три проверяемы:
#   ЧЕЛОВЕК   строка на правило, колонки видны глазом, правка — одна строка,
#             diff показывает ровно изменённое правило, а не переформатированный
#             блок; ни одной скобки, которую надо закрыть.
#   МАШИНА    читается `awk -F'\t'` без разбора, без библиотек и БЕЗ ДВОИЧНОГО
#             `bootstrap/flang` — сторож работает в дереве, где двоичный не
#             собран (33 МБ C, 5–6 минут сборки). JSON потребовал бы python3
#             или flang, а сторож, которого нельзя позвать, не сторожит.
#   ДЕРЕВО    тот же вид, что у соседних ведомостей: flang/proof/УМЕНИЯ.tsv,
#             scripts/no-comments-debt.tsv, scripts/hand-written-lists-ledger.tsv.
#
# ОТПЕЧАТОК ЛЕЖИТ ОТДЕЛЬНО — flang/proof/ПРАВИЛА-ВЫВОДА.отпечаток. Внутри файла
# он стоять не может: отпечаток себя же не сходится никогда. Запись, сославшаяся
# на ведомость, ссылается на это число (ADR-0022 §8А, п. 5).
#
# ── КОЛОНКИ, ДВЕНАДЦАТЬ, РАЗДЕЛИТЕЛЬ — ТАБУЛЯЦИЯ ────────────────────────────
#  1 имя           короткое имя правила; ЕДИНСТВЕННОЕ в ведомости. Имена пяти
#                  запретов взяты у ADR-0022 §3 знак в знак (Н✗ П✗ С✗ С✗✗ Ч✗).
#  2 семейство     Н Кон П Пред О Д С СС В Ч Разв Т Р — тринадцать, список закрыт.
#                  ADR зовёт буквой «К» ДВА семейства (конечность и развёртку);
#                  здесь они разведены на «Кон» и «Разв», иначе имя не единственно.
#  3 вид           правило | запрет
#  4 правило_ядра  имя, которое ядро кладёт в поле `rule` («Принято правилом»,
#                  proof-kernel.flang:5519). Несколько имён — через «|».
#                  «—» значит «в поле `rule` не попадает вовсе»: так у семейства
#                  развёртки, чьи имена едут в «развёрнуто», а не в `rule`.
#  5 посылки       ПОДВЫВОДЫ, и только они: «1) …; 2) …». «—» — ни одного.
#                  Условие на окружение Γ и на форму терма посылкой НЕ считается
#                  и стоит в колонке 7: у стрелки это не вход, а место, откуда
#                  её берут. От этого разделения зависит счёт входов (С-3).
#  6 заключение    Γ ⊢ … ; у запрета — что ИМЕННО не выводится.
#  7 побочные      условия на Γ и на форму. «—» — ни одного.
#  8 категорно     вторая нотация. На КАЖДУЮ посылку i обязана стоять ссылка
#                  ⟨i⟩ — там, где эта посылка входит в стрелку. Ссылок ровно
#                  столько же, сколько посылок: это и сверяет сторож С-3.
#  9 конструкции   через «+», ТОЛЬКО из закрытых девяти: объект, стрелка,
#                  произведение, копроизведение, экспонента, начальный,
#                  конечный, подобъект, начальная-алгебра.
# 10 входов        число посылок цифрой. Третий свидетель к колонкам 5 и 8.
# 11 опора         proof-kernel.flang:СТРОКА «Имя функции» — место, где ядро
#                  ЭТО и делает. Сторож С-1 требует, чтобы функция с таким
#                  именем стояла в ядре на этой строке.
# 12 сверено       код | код-шире | код-строже | код-уже | нет-в-ADR | нет-в-коде
#                  код        — ADR §3 и ядро говорят одно;
#                  код-шире   — ядро выводит БОЛЬШЕ, чем сказано в ADR §3;
#                  код-строже — ядро требует условий, которых ADR §3 не называет;
#                  код-уже    — ADR §3 обещает больше, чем ядро умеет;
#                  нет-в-ADR  — правило есть в ядре, в ADR §3 его нет вовсе;
#                  нет-в-коде — обещано текстом отказа, ядром не выполняется.
#
# ── ЧЕГО В ВЕДОМОСТИ НЕТ И ПОЧЕМУ ───────────────────────────────────────────
# «Тождество после переписки допущением» (55 мест на dev) сюда не входит: ADR-0022
# §4.3 п. 4 показывает, что стрелкой оно не выражается — это нормализация, а
# `плюс` на `число` в IEEE-754 не ассоциативен, значит моноида нет.
# «К↑ деструктор» не входит: слова «деструктор» в ядре нет вовсе (ADR §3.8).
#
# ── СЕМЕЙСТВО Р, ЗАВЕДЕНО 2026-09-09 ────────────────────────────────────────
# Первые одиннадцать семейств говорят, из чего собрано ЗАКЛЮЧЕНИЕ: неотрицательно,
# ограничено, упорядочено. Семейство Р говорит другое — откуда берётся ПОСЫЛКА:
# охрана цели, условие внутри цели, дизъюнкция в известном, пустота разбираемого,
# зеркальная запись порядка. Без него ведомость описывала половину работы ядра:
# восемь типовых законов закрывают 51 место корпуса, а семь законов Р — ещё 25,
# и без этих 25 доля упирается ниже порога (docs/road-to-one-hundred-measured.md).
# Имена в колонке «правило_ядра» у семейства Р — те, что ядро уже кладёт в поле
# `rule`: «разбор цели по условию», «разбор случаев по внутреннему условию цели»,
# «разбор случаев по дизъюнкции в допущении». До 9 сентября 2026 ведомость их не
# называла ни разу, хотя ядро их ставит, а закрытый список сверщика их знает.
#
# ── СЕМЕЙСТВО Пред, ЗАВЕДЕНО 2026-09-09 (ADR-0025, задача 6202, проект 6202 §2.4) ──
# Потолок точного типа перестаёт быть свойством типа и становится ОБЯЗАТЕЛЬСТВОМ,
# которое лежит на зовущем. Суждение «Т : предст» — «значение Т помещается в
# представление [−К_предст, К_предст]», К_предст = 2⁵³−1 — постоянная
# ПРЕДСТАВЛЕНИЯ, а не типа. Пред1 даёт это суждение не от имени типа, а от
# обязательства входа (строка записи `обязательство вход «Т» … на зовущем»),
# и П3 берёт его ПОСЫЛКОЙ ⟨1⟩: у П3 колонка «посылки» перестала быть «—».
# В поле `rule` имя Пред1 не попадает — шаг едет блоком «вывод», как Разв.
# Порядок «сверщик раньше ядра, имя раньше смысла»: сверщик на C уже требует
# посылку (6202-И1); ядро до 6202-И3 выводит П3 без неё — потому у П3
# «сверено» = код-шире.
#имя	семейство	вид	правило_ядра	посылки	заключение	побочные	категорно	конструкции	входов	опора	сверено
О10	О	правило	порядок по построению	1) Е ≤ М; 2) М ≤ Г	Γ ⊢ Е ≤ Г	М — НАЗВАННАЯ середина из фактов; обе стороны обязаны лежать в области ПОЛНОГО порядка («длина» от одного довода либо терм из списка «целые»); предел середин — 4	композиция в порядковой категории: ⟨1⟩ ; ⟨2⟩	подобъект+стрелка	2	proof-kernel.flang:3164 «Есть порядок через середину»	нет-в-ADR
О✗	О	запрет	порядок по построению	—	Γ ⊢ Л минус П ≤ Г НЕ выводится	названо «Отказ порядка» дословно; ADR §3.3 этого запрета не перечисляет	«минус» не поднимается на подобъект ≤ с границей-ТЕРМОМ: о конечности границы не обещает никто, а без неё «а минус б» даёт не-число на двух бесконечностях	подобъект+стрелка	0	proof-kernel.flang:3307 «По порядку», отсутствие случая "sub"	нет-в-ADR
О✗✗	О	запрет	порядок по построению	—	Γ ⊢ Е ≤ Г плюс Б НЕ выводится, когда у Б известна лишь одна граница	названо «Отказ порядка» дословно: «голого плюс без обеих границ у прибавки нет и не будет»; ADR §3.3 этого запрета не перечисляет	вложение Г ↪ Г+Б монотонно лишь при Б в [0,кон]: при +∞ и границе −∞ сумма есть не-число, и стрелки нет	подобъект+стрелка	0	proof-kernel.flang:4793 «Слагаемое в границе», требование обеих границ	нет-в-ADR
О✗✗✗	О	запрет	порядок по построению	—	Γ ⊢ (Л умножить на П) ≤ Г НЕ выводится сравнением самих произведений	названо «Отказ порядка» дословно: «умножение есть только у ДНА, и только при строго положительных донах обоих сомножителей»; ADR §3.3 этого запрета не перечисляет	стрелки, сравнивающей два произведения в подобъекте ≤, нет; произведение живёт только на стороне дна (семейство Д, правило Д5)	подобъект+стрелка+произведение	0	proof-kernel.flang:2942 «Дно произведения», отсутствие парного случая у порядка	нет-в-ADR
Д1	Д	правило	порядок по построению|строгий порядок по построению	—	Γ ⊢ Г ≥ Д	в Γ стоит допущение «⟨литерал⟩ не больше Г», и литерал обязан быть КОНЕЧНЫМ — слова «конечный» ADR §3.3 не говорит; берётся ПЕРВОЕ совпадение, а не наибольшее	проекция окружения в подобъект дна	произведение+подобъект	0	proof-kernel.flang:2969 «Дно по порядкам»	код-строже
Д2	Д	правило	порядок по построению|строгий порядок по построению	1) Г : неотр	Γ ⊢ Г ≥ 0	—	подобъект Неотр ↪ число и есть «дно ноль»: ⟨1⟩ даёт пропускание	подобъект	1	proof-kernel.flang:2994 «Дно по знаку»	код
Д3	Д	правило	порядок по построению|строгий порядок по построению	1) Л ≥ Д₁; 2) П ≥ Д₂	Γ ⊢ Л плюс П ≥ Д₁ плюс Д₂	итог обязан быть числом («Дно числом»): не-число дном не бывает	«плюс» монотонен по обоим доводам: ⟨1⟩×⟨2⟩ и стрелка над ними	произведение+стрелка+подобъект	2	proof-kernel.flang:2896 «Дно суммы»	код
Д4	Д	правило	порядок по построению|строгий порядок по построению	1) А ≥ Д₁; 2) Б ≥ Д₂	Γ ⊢ (если У то А иначе Б) ≥ min(Д₁,Д₂)	оба дна обязаны быть известны	копара [⟨1⟩,⟨2⟩], дно копары — меньшее из двух	копроизведение+подобъект	2	proof-kernel.flang:3013 «Дно выбора»	код
Д5	Д	правило	порядок по построению|строгий порядок по построению	1) Л ≥ Д₁; 2) П ≥ Д₂	Γ ⊢ Л умножить на П ≥ Д₁ умножить на Д₂	оба дна СТРОГО положительны: нулевое дно не исключает ни нуля, ни бесконечности, а 0·∞ есть не-число	«умножить» монотонен лишь на строго положительном угле: ⟨1⟩×⟨2⟩ и стрелка (0,∞)×(0,∞) → (0,∞)	произведение+стрелка+подобъект	2	proof-kernel.flang:2942 «Дно произведения»	код
Д6	Д	правило	порядок по построению|строгий порядок по построению	—	Γ ⊢ Г ≥ Г	Г — написанное число; случай стоит ПЕРВЫМ, до допущений	лист вывода: стрелка 1 → число, дно постоянной есть она сама	конечный+стрелка	0	proof-kernel.flang:2886 «Дно литерала»	нет-в-ADR
С1	С	правило	строгий порядок по построению	—	Γ ⊢ Е < Г	в Γ стоит допущение «Е меньше Г» знак в знак; скан читает ОДИН знак `lt`, а «больше» приезжает уже перевёрнутым зеркалом сторон — этого ADR §3.4 не говорит	проекция окружения в подобъект < ↪ число×число	произведение+подобъект	0	proof-kernel.flang:4973 «Есть строгий порядок»	код-шире
С2	С	правило	строгий порядок по построению	1) А < Г; 2) Б < Г	Γ ⊢ (если У то А иначе Б) < Г	—	копара [⟨1⟩,⟨2⟩] в подобъект <	копроизведение+подобъект	2	proof-kernel.flang:4987 «По строгому порядку», случай "if"	код
С3	С	правило	строгий порядок по построению	1) Г ≥ Д (дно, семейство Д)	Γ ⊢ Е < Г	Е — литерал, не «не число», и Е СТРОГО меньше Д. Дно здесь — «Дно терма», строимое пятью источниками семейства Д, а не сличение двух литералов, как читается ADR §3.4	композиция: Е < Д ⟨1⟩ Д ≤ Г	подобъект+стрелка	1	proof-kernel.flang:4954 «Литерал строго под дном»	код-шире
С4	С	правило	строгий порядок по построению	—	Γ ⊢ Е < Г	Е — литерал; в Γ назван факт «К меньше Г» (сюда же зеркалом приходит «Г больше К»), и Е не больше К; берётся ПЕРВОЕ совпадение	композиция: Е ≤ К, затем строгая стрелка К < Г из окружения	произведение+подобъект+стрелка	0	proof-kernel.flang:4940 «Строгое дно по порядкам»	код
С✗	С	запрет	строгий порядок по построению	—	Γ ⊢ Е < Е НЕ выводится	названо «Отказ строгого порядка» дословно; в коде стоит отдельным случаем диспетчера, ТРЕТЬИМ по порядку, и потому перехватывает и выбор, и литерал	диагональ Δ не пропускается через подобъект < — это и есть определение строгости	произведение+подобъект	0	proof-kernel.flang:4987 «По строгому порядку», случай «Одинаковы» → нет	код
С✗✗	С	запрет	строгий порядок по построению	—	«меньше» НЕ раскладывается в «не больше И не равно»	названо «Отказ строгого порядка» дословно: «минус ноль равен 0» ложно при истинном «минус ноль не больше 0», и разложение вывело бы «минус ноль меньше 0», а это ложь	пересечение подобъектов ≤ и ≠ существует, стрелка есть — и она НЕ ТА: «равен» языка отличает минус ноль от нуля, значит ≠ в этой категории не дополнение диагонали	подобъект+стрелка+произведение	0	proof-kernel.flang:4987 «По строгому порядку», отсутствие случая разложения	код
С✗3	С	запрет	строгий порядок по построению	—	Γ ⊢ Е < Е плюс Б НЕ выводится ни при каком положительном Б	названо «Отказ строгого порядка» дословно и счётом: «9007199254740992 меньше (9007199254740992 плюс 1)» ЛОЖНО — округление к ближайшему съедает единицу, хотя нестрогое «не больше» на той же паре истинно. ADR §3.4 этого запрета не перечисляет	сдвиг, монотонный для ≤, для < монотонным не является: стрелки нет	подобъект+стрелка	0	proof-kernel.flang:4987 «По строгому порядку», отсутствие случая "add"	нет-в-ADR
С✗4	С	запрет	строгий порядок по построению	—	строгость НЕ выводится из нестрогого порядка никаким путём	названо «Отказ строгого порядка» дословно: «строгость обязана прийти НАЗВАННОЙ». ADR §3.4 этого запрета не перечисляет отдельной строкой. Подделка на него уже стоит в дереве: flang/test/fixtures/poddelka-strict-order.flang — «дно вместо строгого дна»	стрелки из подобъекта ≤ в подобъект < не существует: их вложение идёт в одну сторону	подобъект+стрелка	0	proof-kernel.flang:4940 «Строгое дно по порядкам», отдельный список строгих дон	нет-в-ADR
СС1	СС	правило	порядок соседних по построению	—	Γ ⊢ Л : неубыв	база: пустой ВЫПИСАННЫЙ список, конструктор варианта «Список пусто» (уже не выписанный) либо выписанный список ровно из одного элемента. ADR §3.5 говорит только о выписанном, ядро принимает шире	база начальной алгебры: инъекция 1 → Список A, предикат на ней истинен	начальная-алгебра+конечный+объект	0	proof-kernel.flang:6652 «Короткий список термом»	код-шире
СС2	СС	правило	порядок соседних по построению	—	Γ ⊢ Л : неубыв	в Γ стоит допущение «Л не убывает»; сличается «Одинаковы» по списку ВНУТРИ факта, а не по всему узлу факта	проекция окружения	произведение+объект	0	proof-kernel.flang:6696 «Есть соседними в фактах»	код
СС3	СС	правило	порядок соседних по построению	1) Х : неубыв; 2) Г ≤ голова Х	Γ ⊢ (приписать Г к Х) : неубыв	голова и хвост узнаются ТРЕМЯ способами: встроенная «приписать» с двумя доводами, конструктор варианта «Список звено», выписанный список из одного элемента; при ПУСТОМ хвосте посылка ⟨2⟩ не требуется вовсе. Правило само сравнения соседей не решает: оно СТРОИТ узел «Г не больше В» и отдаёт его в семейство О — это уже композиция правил, и запись сегодня её теряет	шаг начальной алгебры: инъекция A × Список A → Список A, где ⟨1⟩ — предикат на хвосте, ⟨2⟩ — стрелка в подобъект ≤	начальная-алгебра+произведение+подобъект	2	proof-kernel.flang:6749 «Соседние звеном»	код-шире
СС4	СС	правило	порядок соседних по построению	1) ветвь «то» : неубыв; 2) ветвь «иначе» : неубыв ЛИБО закрыта противоречием	Γ ⊢ (если У то А иначе Б) : неубыв	ветвь «то» получает НАСЫЩЕННЫЙ список фактов с условием У; ветвь «иначе» не получает фактов вовсе — даже отрицания У; сначала обязана пройти ветвь «то». Ни одного из трёх ADR §3.5 не называет	копара [⟨1⟩,⟨2⟩]; ветвь-с-противоречием есть стрелка из начального объекта 0 → Признак (ex falso) — единственное место набора, где нужен начальный объект	копроизведение+начальный+объект	2	proof-kernel.flang:6720 «Соседние по выбору»	код-шире
СС5	СС	правило	порядок соседних по построению	—	Γ, (приписать Г к Х) : неубыв ⊢ Х : неубыв И Г ≤ вторая	обращение СС3: из ОДНОГО допущения о звене ядро порождает ДВА факта и кладёт их в окружение прежде вывода. Без него шаг индукции у вставки не закрывается. ADR §3.5 этого правила не содержит вовсе	разбор инъекции шага алгебры: A × Список A → Список A обратимо на инъекции, и обе проекции произведения дают по факту	начальная-алгебра+произведение+подобъект	0	proof-kernel.flang:6827 «Насытить соседними»	нет-в-ADR
СС✗	СС	запрет	порядок соседних по построению	—	из «не (а не больше б)» НЕ выводится «б не больше а»	названо «Отказ соседних» дословно: на «не число» ложны ОБЕ стороны сравнения. ADR §3.5 этого запрета не перечисляет	подобъект ≤ в этой категории не дополняем: дополнение его прообраза не есть прообраз обратного порядка	подобъект+стрелка	0	proof-kernel.flang:6536 «Отказ соседних»	нет-в-ADR
В1	В	правило	вхождение по построению	—	Γ ⊢ Э ∈ Л	Л — выписанный список, и Э совпадает с одним из его членов знак в знак. ADR §3.6 требует, чтобы НОМЕР инъекции стоял в записи свидетелем; ядро его не хранит и не печатает — это свёртка «или» по всем членам. Обещанного «Отказ вхождения» побочного условия «у искомого закрытая форма» в коде нет (см. колонку 12 и находку задачи 6130)	i-я инъекция копроизведения A + … + A → Список A; без номера i это не стрелка, а поиск	копроизведение+объект	0	proof-kernel.flang:6196 «Есть такой элемент»	код-уже
В2	В	правило	вхождение по построению	—	Γ ⊢ Э ∈ (добавить Э к Л') либо Э ∈ (приписать Э к Л')	у формы РОВНО два довода, иначе отказ; имена берутся закрытым списком |добавить|append|приписать|prepend|. Обещанного «закрытой формы» в коде нет	инъекция шага начальной алгебры	начальная-алгебра+копроизведение	0	proof-kernel.flang:6203 «Прибавленное или прежнее»	код
В3	В	правило	вхождение по построению	1) Э ∈ Л'	Γ ⊢ Э ∈ (добавить Х к Л') при любом Х	то же о «приписать». Обещанного «закрытой формы» в коде нет	вложение Л' ↪ Х:Л' монотонно, и ⟨1⟩ пропускается через него	начальная-алгебра+подобъект+стрелка	1	proof-kernel.flang:6203 «Прибавленное или прежнее», второй дизъюнкт	код
В4	В	правило	вхождение по построению	1) Э ∈ А; 2) Э ∈ Б	Γ ⊢ Э ∈ (если У то А иначе Б)	обе ветви обязаны нести Э. Обещанного «закрытой формы» в коде нет	копара [⟨1⟩,⟨2⟩]	копроизведение+объект	2	proof-kernel.flang:6181 «Стоит по построению», случай "if"	код
Ч1	Ч	правило	начало по построению	—	Γ ⊢ Т ▷ П	Т и П — один терм знак в знак	правая единица моноида (Строка, соединить, ""): Т = Т·ε	объект+стрелка	0	proof-kernel.flang:6462 «Начинается по построению», случай «Одинаковы»	код
Ч2	Ч	правило	начало по построению	—	Γ ⊢ Т ▷ ""	П — литерал, и литерал обязан быть СТРОКОЙ	левая единица моноида: Т = ε·Т	объект+стрелка	0	proof-kernel.flang:6304 «Пустой литерал строки»	код
Ч3	Ч	правило	начало по построению	1) Л ▷ П	Γ ⊢ (соединить Л с Р) ▷ П	правый кусок Р не читается вовсе — и это следствие закона, а не отдельное решение	ассоциативность моноида: (Л·Р) = ((П·Х)·Р) = П·(Х·Р), где ⟨1⟩ даёт разложение Л = П·Х	объект+стрелка	1	proof-kernel.flang:6462 «Начинается по построению», случай "concat"	код
Ч4	Ч	правило	начало по построению	1) А ▷ П; 2) Б ▷ П	Γ ⊢ (если У то А иначе Б) ▷ П	—	копара [⟨1⟩,⟨2⟩]	копроизведение+объект	2	proof-kernel.flang:6462 «Начинается по построению», случай "if"	код
Ч5	Ч	правило	начало по построению	—	Γ ⊢ Т ▷ П	НАЧАЛО ПРОВЕРЯЕТСЯ, а не предполагается: «Т начинается с П» обязано быть ИСТИННЫМ сличением знак в знак (ядро делает это при «Точное начало»); одной точности обоих текстов НЕДОСТАТОЧНО — из неё выводилось бы «Т ▷ П» для любых двух точных текстов, что ложно уже на «а» и «б». Т и П — ТОЧНЫЕ тексты: литерал-строка, склейка двух точных, «к строке» от точного числа; точное число — литерал-число либо «длина» выписанного списка или литерала-строки. В точный текст не входит НИЧЕГО сверх: ни имени, ни вызова, ни ветви. Отдельная ветка «оба узла — литералы» в коде есть, но недостижима: этот случай стоит выше и поглощает её	равенство постоянных: обе стрелки 1 → Строка вычислены целиком, начало сличается знак в знак	конечный+объект+стрелка	0	proof-kernel.flang:6433 «Точное начало»	код-шире
Ч6	Ч	правило	начало по построению	1) Б ▷ П	Γ ⊢ Т ▷ П	в Γ назван факт «Т ▷ Б» о ТОМ ЖЕ Т знак в знак	транзитивность делимости, она же ассоциативность: Т = Б·Х и Б = П·У, значит Т = П·(У·Х); ⟨1⟩ даёт второе разложение	объект+стрелка	1	proof-kernel.flang:6446 «Начало через известное»	код
Ч✗	Ч	запрет	начало по построению	—	Γ ⊢ (соединить Ч по Р) ▷ П НЕ выводится	названо «Отказ начала» дословно: у пустого списка частей первой части не существует вовсе. В коде запрет стоит отсутствием случая: склейкой считается только двоичный "concat"	«соединить … по» не есть моноидное умножение: на пустом списке частей нейтральный элемент даёт не левый делитель, а всю строку	объект+стрелка	0	proof-kernel.flang:6462 «Начинается по построению», отсутствие случая списочной склейки	код
Ч✗✗	Ч	запрет	начало по построению	—	из «Т ▷ Б» и «П ▷ Б» о начале Т приставкой П НЕ следует ничего	названо «Отказ начала» дословно: «Обратно это не читается никогда». ADR §3.7 этого запрета не перечисляет — Ч6 дан там только положительно	делимость не симметрична: стрелка транзитивности идёт в одну сторону, обратной стрелки в моноиде нет	объект+стрелка	0	proof-kernel.flang:6451 «Факт даёт начало», сличение только левого довода	нет-в-ADR
Разв1	Разв	правило	—	—	«Ф» от (вариант «В» …) переписывается телом ветви В	тело Ф есть «разбор» ПАРАМЕТРА по имени, номер параметра считается с единицы; на месте параметра стоит КОНСТРУКТОР; тело берётся КАК НАПИСАНО, без нормализации — «пусть» перед «разбор» развёртку отменяет. Имя правила едет в «развёрнуто», а НЕ в поле `rule`, и потому в закрытом списке сверщика его нет и быть не должно	вычислительное правило начальной алгебры: cata(alg) ∘ inᵥ = alg ∘ F(cata(alg))	начальная-алгебра+копроизведение+стрелка	0	proof-kernel.flang:2116 «Правило развёртки», ветвь конструктора	код
Разв2	Разв	правило	—	—	плоское определение развёртывается телом	в теле нет ни одного вызова, и «вызов» — закрытый список видов узла: call, apply, compose, composition, fnref, morphism; встроенные формы вызовом не считаются. Третий исход правила — пустое имя, «развёртки нет» (proof-kernel.flang:1978), и его ADR §3.8 не называет	β-редукция: стрелка без рекурсии	стрелка+экспонента	0	proof-kernel.flang:2116 «Правило развёртки», ветвь плоского определения	код
Т1	Т	правило	цель есть допущение	—	Γ, A ⊢ A	A стоит в Γ и совпадает с целью УЗЕЛ В УЗЕЛ; A не скаляр — отсутствующий узел приезжает скаляром «ничто», и без этой проверки пустая цель закрывалась бы пустым допущением. Посылок «окружение ОДНО» и «допущение действительно допущено» ядро в этой функции НЕ проверяет: они держатся устройством ядра (сторожа захвата имени в подстановке и развёртке) и прозой комментария, а ADR §3.9 подаёт их как локальные	проекция произведения π : Γ = A×… → A; при Γ = A — тождественная стрелка id_A. Не диагональ: будь это диагональ, правило было бы рефлексивностью, а она в IEEE-754 не теорема	произведение+объект+стрелка	0	proof-kernel.flang:7625 «Есть допущением»	код-уже
Т2	Т	правило	цель есть допущение	—	Γ, A ⊢ A с точностью до имени связывателя	то же с переименованием связанной переменной; применяется ВТОРЫМ дизъюнктом после Т1, а не вместо него; единственная НЕТОТАЛЬНАЯ из двух (задача 9958)	та же проекция с точностью до α-эквивалентности	произведение+объект+стрелка	0	proof-kernel.flang:7633 «Есть допущением с переименованием»	код
Р1	Р	правило	разбор цели по условию	1) Γ, У ⊢ Ц	Γ ⊢ (если У то Ц иначе да)	охрана У обязана совпасть с фактом ЗНАК В ЗНАК («Одинаковы»), как «цель есть допущение» сличает цель: похожая охрана — другой порог, переставленные стороны, охрана, не известная вовсе — даёт ложь; ветвь «иначе» обязана быть литералом «да»; обратно правило не ходит и «иначе» не читает вовсе; у ядра это пятый ход «Ветвлением» с тривиальной половиной «ложно», а «Следствие охраны» (proof-kernel.flang:7913) — правило о ФАКТАХ, не эта строка; в блоке «вывод» посылки «из h m» в этом порядке: h — ГипО, m — вывод ветви «то» (ADR-0027)	копара по ветвям охраны Γ×У + Γ×¬У → Ц: ⟨1⟩ стоит на инъекции истинной половины, ложная закрыта стрелкой в конечный объект «да»	копроизведение+конечный+стрелка	1	proof-kernel.flang:6886 «Ветвлением»	код
Р2	Р	правило	разбор цели по условию	1) Γ ⊢ Ц, где У заменено на «да»; 2) Γ ⊢ Ц, где У заменено на «нет»	Γ ⊢ Ц	У — выражение-признак, стоящее в цели условием и взятое обходом, НИ РАЗУ не вошедшим внутрь «разбор», «свёртка», «отобразить»/«отфильтровать», «пусть»: под связывателем у выражения нет одного значения. Тем же обходом ограничена замена, и идёт она во ВСЕХ доступных местах. У кладётся допущением истинной половины (в блоке «вывод» — ГипО, снимает Р1), отрицание У в ложную половину не кладётся. Деления считаются, предел назван вслух	признак есть 1 + 1, и цель раскладывается копарой [⟨1⟩,⟨2⟩] : Γ×1 + Γ×1 → Ц по двум точкам этого копроизведения	копроизведение+конечный+объект	2	proof-kernel.flang:6886 «Ветвлением»	код
Р3	Р	правило	разбор случаев по внутреннему условию цели	1) Γ ⊢ Ц, где В заменено на «да»; 2) Γ ⊢ Ц, где В заменено на «нет»	Γ ⊢ Ц	В — САМОЕ ВНУТРЕННЕЕ признак-выражение цели, найденное спуском по условиям; совпало с внешним условием — хода нет вовсе, второе деление того же съело бы виток предела ни на чём. Ход спрашивается ПОСЛЕДНИМ, когда не прошло ни правило, ни вычисление, ни деление по внешнему условию; в блоке «вывод» В не ищется: половины печатаются шагами Выч, Р3 «из m1 m2», В восстанавливается сличением (ADR-0027)	то же копроизведение 1 + 1, взятое не у верхнего условия, а у самого глубокого: ⟨1⟩ и ⟨2⟩ — те же две точки, и копара по ним даёт цель	копроизведение+конечный+объект	2	proof-kernel.flang:7549 «Внутренним условием»	код
Р4	Р	правило	разбор случаев по дизъюнкции в допущении	1) Γ, А ⊢ Ц; 2) Γ, Б ⊢ Ц	Γ, (А или Б) ⊢ Ц	дизъюнкция берётся из ФАКТОВ, а не из цели; половины кладутся допущением ПОРОЗНЬ, и ни одна не попадает в факты вместе с другой — иначе доказано было бы больше, чем дано; в блоке «вывод» половины — множество («из m1 m2» в любом порядке), у каждого случая открыта РОВНО одна гипотеза ГипД той же строки (ADR-0027)	копара [⟨1⟩,⟨2⟩] : Γ×А + Γ×Б → Ц; дизъюнкция допущения и есть копроизведение слева	копроизведение+произведение+стрелка	2	proof-kernel.flang:7477 «Свод случаев»	код
Р5	Р	правило	разбор цели по условию	1) Γ ⊢ Л пусто	Γ ⊢ (разбор Л …) = тело ветви «пусто»	пустота Л читается ЧЕТЫРЬМЯ видами факта — «пусто Л», «(длина Л) равен 0», «Л равен пустой список», «Л равен ""»; ветвь «пусто» у разбора одна; разбираемое обходится ДО вопроса о пустоте, иначе ответ зависел бы от порядка, в котором автор написал вложенные разборы; под образцом «пусто» связанных имён нет ни одного, и вход в тело законен ровно потому, что входить не во что	пустой список есть начальный объект списочной алгебры, и катаморфизм на нём равен своей базе: ⟨1⟩ говорит, что вход и есть эта инъекция	начальная-алгебра+копроизведение+начальный	1	proof-kernel.flang:5335 «Пустота в разборе»	код
Р6	Р	правило	разбор цели по условию	1) Γ ⊢ Л пусто	Γ ⊢ (свёртка Л начиная с Н шагом Ш) = Н	те же четыре вида факта пустоты, что у Р5; шаг Ш не читается вовсе — по пустому списку он не выполняется ни разу, и требовать от него чего-либо значило бы требовать от несделанного	катаморфизм по начальной алгебре, взятый в начальном объекте: ⟨1⟩ даёт, что вход есть та самая инъекция, и значение равно базе алгебры	начальная-алгебра+начальный+стрелка	1	proof-kernel.flang:5242 «Свёртка над пустым»	код
